ITEM,Custom1,Custom2
149051,TAHINI PASTE,ROASTED
295222,MANDARIN ORANGES,GOLDEN NUGGET
295223,NAVEL ORANGE,72'S FANCY
303005,GRAY CAN LNR LD,33X39 1.4 MIL
315087,WORLDVIEW LID ,12/ 16 OZ  RECT
3295222,MANDARIN ORANGES,GOLDEN NUGGET
3750232,SPECIALTY,W/LEMONGRASS
130362,SUN COCO,ORGANIC OIL
25585,JUICE SYRUP,BLUEBERRY
25584,JUICE SYRUP,KUMQUAT & LEMON
3053185,"10"" CHOC MERINGUE ",CRÔME PIE
4194811,BROILED UNAGI,KABAYAKI
185645,BROWN GRAVY MIX,
202006,GOLD WEAVER,POPCORN
210110,ULTIMATE BEEF ,BASE
319032,HALF DEEP STEAM PAN,2-9/16 ALUMINUM
319035,FULL STEAM MED PAN,2-3/16 ALUMINUM
319037,FULL-SIZE PAN COVER,ALUMINUM FOIL
323066,PLASTIC CUP,16/ 18 OZ
323067,X SLOT LID,16/ 24 OZ
3194149,KAUA'I SHRIMP,HOSO F/S 13/15
3210110,ULTIMATE BEEF ,BASE
3323066,PLASTIC CUP,16/ 18 OZ
3323067,X SLOT LID,16/ 24 OZ
871002,BLK FLR MAT PERF,"3X5'X7/8"" FATIGUE"
871009,RED FLR MAT GRS PRF,"39X59X7/8"""
871001,BLK CLOUD SOLID MAT,"2'X3'X3/4"""
3194123,WHITE SHRIMP,16-20 HLSO BF
3750228,RASPBERRY PUREE,FROZEN
117186,GENOA SALAMI,
319034,FULL STEAM SHALLOW,"1-11/16"" ALUMINUM PAN"
327009,SOUFFLE CUP,4 OZ TRANSLUCENT
3117186,GENOA SALAMI,
3327009,SOUFFLE CUP,4 OZ TRANSLUCENT
362102,PALMTREE PLATE,"9"" SQUARE"
3327116,SOUFFLE CUP,2 OZ TRANSLUCENT
3362102,PALMTREE PLATE,"9"" SQUARE"
3115645,TOP SIRLOIN,BEEF BUTT
3116731,BEEF STRIPLOIN,1X1
3116803,BEEF TENDERLOIN,PLD
116935,TRIPAS BEEF,
3116935,TRIPAS BEEF,
232579,SPINACH FETTUCINE ,PASTA
773520,CARAMEL GOURMET,SYRUP
3211070,CHICKEN FLAVOR BASE,GRANULAR TUB
773532,ARTISAN,SALTED CARAMEL
773511,RASPBERRY GOURMET,SYRUP
773513,FRENCH VANILLA ,GOURMET SYRUP
773518,MACADAMIA NUT ,GOURMET SYRUP
773519,MANGO GOURMET,SYRUP
73148,PEARL COLORED,TAPIOCA
3073148,TAPIOCA PEARL,COLORED
24522,DIET PEPSI,
24524,PEPSI,
323029,PLASTIC CUP,KAL CLR 12/14 OZ
3323029,PLASTIC CUP,KAL CLR 12/14 OZ
3327118,SOUFFLE LID,CLR 2 OZ
242509,FRUCTOSE SUGAR,FONG LENG
3242509,FRUCTOSE SUGAR,FONG LENG
353014,TOWEL ROLL,12 CT 50 SHT
242506,FRUCTOSE SUGAR,POSSMEI
41400,SOUR CREAM,MEXICAN STYLE
3041400,SOUR CREAM,MEXICAN STYLE
3327117,SOUFFLE LID,CLR 3.25/4/5.5 OZ
916570,ELECTRIC RICE COOKER,37 CUP 12 OV
920783,INFRARED HEAT LAMP,2 BULB 12 OV
3323035,FLAT LID W/STRAW,12 & 20 OZ X SLOT
3313028,HOAGIE CONTAINER,HINGED
222060,CARAMEL,FOOD COLOR
323064,24 OZ PLASTIC CUP,KAL CLR PET
3323064,24 OZ PLASTIC CUP,KAL CLR PET
3313060,"27"" YELLOW BOWL",HONTAI SHIBAFUNE
3313061,CLEAR LID,
332018,BAMBOO CHOPSTICKS,"9"""
3023190,LIMEADE JUICE,
3332018,BAMBOO CHOPSTICKS,"9"" "
3043014,COFFEEMATE CREAMER,
3194533,WHITE SHRIMP,21-25 EZ PEEL IQF
3194761,WHITE SHRIMP,26-30 IQF PDTO
759136,"3"" CAKE BAND ",ACETATE 500' ROLL
117209,SLICED PIPIKAULA,
3043018,ORIGINAL CREAMER,POWDER
117187,TOP RND ROAST BEEF,CAP OFF CH RARE
24523,MOUNTAIN DEW ,SODA
3115938,RST TRKY BRST/THIGH,BNLS NETTED
3041267,AA BUTTER CHIPS,90 CT
130361,ORAGNIC COCONUT OIL,REFINED
194080,BREADED OYSTER ,KAKI FRY IQF
3194080,BREADED OYSTER ,KAKI FRY IQF
130360,VIRGIN COCONUT OIL,ORGANIC
231066,CUP NOODLE,NONG SHIM SHIN
231067,CUP NOODLE,KIMCHI NOG SHIM
327008,SOUFFLE CUP ,1 OZ TRANSLUCENT
327011,SOUFFLE LID,.75/1.0 OZ CLEAR
3063528,YELLOW CORNBREAD,MIX
3327007,SOUFFLE CUP,.75 OZ TRANSLUCENT
3327008,SOUFFLE CUP,1 OZ TRANSLUCENT
3327011,SOUFFLE LID,.75/1.0 OZ CLEAR
3327115,SOUFFLE CUP,5.5 OZ
609018,ODOR ELIMINATING,SOLUTION
609019,ODOR ELIMINATING,SPRAY
609020,ODOR ELIMINATING,SPRAY
3114666,CHICKEN WING,WHOLE
3609018,ODOR ELIMINATING,SOLUTION
3609019,ODOR ELIMINATING,SPRAY
59153,TUXEDO MOUSSE,CHEESECAKE
114856,BRD CHICKEN THIGH,BL KATSU
3059153,TUXEDO MOUSSE,CHEESECAKE
319033,HALF SIZE PAN COVER,ALUMINUM FOIL
3114774,WHOLE FRYER CHICKEN,12 HD AVG
114072,HAWAIIAN SMK PORK,TRADITIONAL
114073,IMU KALUA PORK,TRADITIONAL
3114072,HAWAIIAN SMK PORK,TRADITIONAL
3114073,IMU KALUA PORK,TRADITIONAL
194822,BROILED UNAGI,KABAYAKI 11 OZ
3194822,BROILED UNAGI,KABAYAKI 11 OZ
3217042,BASIL TOMATO BISQUE SOUP,
4194822,BROILED UNAGI,KABAYAKI 
61550,FLOUR,ALL PURPOSE
290203,TARO BREAD,1/2 LOAF
3113594,BLACK FOREST HAM,BNLS SMK FRZ
3214039,CREAM OF MUSHROOM,SOUP
295375,YOUNG TAI COCONUT,ALL NATURAL
3295375,YOUNG TAI COCONUT,ALL NATURAL
83018,WHOLE CRANBERRIES,IQF
83021,CHERRIES,RTP IQF
83022,SLICED BANANAS,IQF
362106,"9"" ROUND PLATE",PALMTREE
3083018,WHOLE CRANBERRIES,IQF
3083021,CHERRIES,RTP IQF
3083022,SLICED BANANAS,IQF
773544,PISTACHIO BUTTER,ARTISAN
3773544,ARTISAN,BUTTER  PISTACHIO
3273803,ORZO 9 GRAIN &,KALE BLEND
117177,SHAVED PASTRAMI ,NAVEL/BRISKET FRZN
3116723,BEEF RIBEYE,LIP-ON CHOICE
3117177,SHAVED PASTRAMI ,NAVEL/BRISKET FRZN
3362106,"9"" ROUND PLATE",PALMTREE
3273802,ORZO GRAIN & VEG,BLEND
874011,PAPER TOWEL DSPNSR,"8"" ROLL LEVER"
801470,12 OZ ULTIMA MUG,WHITE C-HANDLE
842404,"30"" BROILER BRUSH",BLK S/S BRIS
842406,"30"" BROILER BRUSH",TAN 2 SIDED
842419,"16"" TOILET BOWL BRSH",W/CADDDY
870505,"18"" FLOOR BRUSH",(HNDL #872002)
870506,HI-LO FLOOR BRUSH,10X4.5 (HNDL #872002)
870509,"18"" FLOOR SQUEEGEE",FOAM (872003)
872006,COTTON MOPHEAD,24 OZ 4 PLY CUT END
872007,COTTON MOPHEAD,32 OZ 4 PLY CUT END
872008,COTTON MOPHEAD,16 OZ 4 PLY CUT END
873510,24 OZ SPRAY BOTTLE,3-PAK W/TRIGGER
874002,TOILET PAPER DSPNSR,DUAL BLACK
874014,PAPER TOWEL DSPNSR,MULTI FOLD CHR
874015,PAPER TOWEL DSPNSR,MULTI FOLD WHT
917481,LAVA ROCKS,7 LB BAG
919490,"20"" CAUTION CONE",POP UP WET FLOOR
920999,"8.5"" BLK HANDLE BRSH",POLY BRISTLES
500120,SPILLEATER,SPILL ABSORBANT
872501,"18"" FLOOR SQUEEGEE",REFILL F/870509
872503,"12""  WINDOW SQUEEGEE",(HANDLE 872003)
872504,"24"" FLOOR SQUEEGEE",RED RUBBER (872003)
872505,"24"" FLOOR SQUEEGEE",STRAIGHT BK FOAM
846211,"19"" LARGE GLOVES",NITRILE DISHWASHING
850507, ,GLASS WASHER
923046,GREEN 49 COMP GLASS,DISHWASHER RACK
923048,36 COMP GLASS RACK,"2 7/8"" DIAMX5.25""H"
920458,16 COMP GLASS RACK,GRAY 4-3/8 DIA 4.25 H
841135,25 COMP GLASS RACK,"3.5"" DIAM-4.5""H"
841140,25 COMP GLASS RACK,"3.5"" DIAM-6 1/8""H"
841150,36 COMP GLASS RACK,"2 7/8"" DIAM-4.5""H"
841165,4 COMP/20 CUP RACK,"3/8""X3.5""DIA-4.25H"
841180,16 COMP GLASS RACK,"4 3/8""DIAM-9 3/8""H"
842622,8 COMP FLTWR RCK,1/2 SIZE GRAY
871010,ANTI FATIGU MAT CLD,PERF BK 3X5X3/4
846250,MICROFIBER BLUE TWL,16X16
846261,MICROFIBER RED TWL,16X16
841105,PLATE/DISH PEG RACK,LOGO GRAY
841110,OPEN/FLATWARE RACK,HATA LOGO
842425,GRAY BUS BOX COVER,20X15 FITS ALL
842620,BUS BOX COVER,FITS BLACK 20X15 
845633,27 GAL INGREDIENT BIN,16.5X29.5X27.5
845659,20 GAL INGREDIENT BIN,"28""X13""X29.5"""
845706,37 GAL INGREDIENT BIN,21.5X29.5X18
838437,"31"" CHROME TRY STND",DOUBLE BAR
838438,"32"" WOOD TRAY STAND",CHERRY
880407,PAN CARRIER,4 PAN (2.5) 1 DOOR BLK
880409,PAN CARRIER,6 PAN (2-1/2)
880411,DOLLY F/PAN CARRIER,18X25 BLACK
880414,2.5 GAL BEV SERVER,HOT/COLD BLACK
880415,2.5 GAL BEV SERVER,HOT/COLD SBLU
880425,PAN CARRIER,6 PAN (2.5) DKBRN
917559,GRAY HIGH CHAIR,STURDY YOUTH
880416,5 GAL BEV SERVER,HOT/COLD BLACK
890525,YOUTH HIGH CHAIR,MAHOGANY ASSEMBLED
890530,YOUTH HIGH CHAIR,OAK ASSEMBLED
59154,CHOCOLATE CAKE,BLACKOUT
323065,9 OZ PLASTIC CUP,NEX CLR PP
327010,SOUFFLE CUP,3.25 OZ TRANSLUCENT
359250,COFFEE/TEA FILTER,"1.5 GL 13.75X5.25"""
3059154,CHOCOLATE CAKE,BLACKOUT
3323065,9 OZ PLASTIC CUP,NEX CLR PP
3327010,SOUFFLE CUP,3.25  OZ TRANSLUCENT
3211042,CHICKEN BASE TUB,NO MSG/HVP 
119569,ASIAN PAN STIR FRY OIL,
362097,"4"" SPORK",PALMTREE
3362097,"4"" SPORK",PALMTREE
23914,WHEAT BERRIES,
23913,FARRO,
843816,TOMATO SLICER,3/16 BLADE
890101,4 SLOT HEAD TOASTER,300 SLICE/HOUR
890102,CNTRTP DRINK MIXER,1 SPINDLE 12 OV
890103,ELECTRIC SPICE GRNDR,12 OV 3 BOWLS
917897,SOUP WARMER COOKER,7 QT CAYENNE
919312,SOUP WARMER ,11 QT S/S 12 OV
920455,TOMATO SLICER,"S/S 1/4"""
920531,FULL SIZE WARMER,12 OV WET OPERATION
920686,"1/4"" EZ CHOPPER DICER",W/ S/S BLADE
920777,TOMATO SLICER,"S/S 3/8"""
890105,FOOD PROCESSOR,2.5 QT 12 OV
920728,55 CUP RICE COOKER,NG GAS RINNAI
920782,"3/8"" EZ CHPPR DICER",W/ S/S BLADE
881411,23 CUP RICE COOKER,12  OV
919446,SOUP WARMER,7 QT RND S/S 12 OV
850504,32 OZ CONTAINER,S/S FOR 909/908
850509,44 OZ CLR CONTAINER,COMPLETE FOR 908/909
850502,44 OZ BLENDER BAR,POLY CONT 908
881408,50 CUP RICE WARMER,6-8 HR HOLD 12 OV
920290,INNER RICE POT REPL,FOR WARMER 881408
112359,BEEF SHORTRIB,"CC 7/8"" NO ROLL"
224060,PLAIN SALT,IN SHAKER
323024,20 OZ PLASTIC CUP,
362101,"10"" SQUARE PLATE",PALMTREE
370167,LAMINATED FOIL WRAP,"14""X16"" PLAIN"
3224060,PLAIN SALT,IN SHAKER
3323024,20 OZ PLASTIC CUP,
3362101,"10"" SQUARE PLATE",PALMTREE
888207,2 SHELF UTILITY CART,"40""X25"" GREY"
3836100,S & P SHAKER,302LJ
923584,20 COMP GLASS RACK,10-1/8H
917051,DOUBLE POT HOOKS,
916980,SNGL UNIT COUNTERTOP,INDUCTION RANGE
3400937,BEEF STRIPLOIN,CC CHOICE
330146,"4.2"" TASTING SPOON",REFLECTIONS
3330146,"4.2"" TASTING SPOON",REFLECTIONS
131541,SUN COCO ORGANIC OIL,
3185524,HOLLANDAISE SAUCE,
301072,KRAFT PAPER BAG,1/8 BBL
130162,PURE SESAME OIL,EX PREM
3117056,GENOA SALAMI,SLC BRD RDY 
E,PURE SESAME OIL,EX PREM
922839,YOUTH HIGH CHAIR,OAK ASSEMBLED
888291,2 SHELF UTILITY CART,40X17 GREY
3370166,SILVER POP UP FOIL,"12'X10 3/4"""
373007,DELI WAX PAPER,INTERFOLD 8X10.75
3373007,DELI WAX PAPER,INTERFOLD 8X10.75
370164,FOIL,"24""X1000' HD"
181529,TOBASCO SOY,SAUCE
3041344,WHITE EGGS,
672094,POLY GLOVES,STRETCH SM P/F
672095,POLY GLOVES,STRETCH MED P/F
672096,POLY GLOVES,STRETCH LG P/F
672097,POLY GLOVES,STRETCH XL P/F
3672094,POLY GLOVES,STRETCH SM P/F
3672095,POLY GLOVES,STRETCH MED P/F
3672096,POLY GLOVES,STRETCH LG P/F
3672097,POLY GLOVES,STRETCH XL P/F
115197,CHICKEN WING,MID JOINT IQF
3115197,CHICKEN WING,MID JOINT IQF
921855,MINI POWER MIXER,"8"" SHAFT L 120V/60/1"
922134,1/2 SIZE CHAFER,TOP SHELF MODEL
922275,ROUND CHAFER ,4 QT S/S
922383,IMMERSION MIXER,"10"" S/S SHAFT"
919370,3 QT FD PROCESSOR,GREY/CLEAR
832003,11005 LIGHTER,DISPOSABLE
832407,FULL ROLLTOP CHAFER,S/S HD BRASS HANDLE
3312007,SAIMIN BOWL,32 OZ FOAM
319030,HALF STEAM PAN,"1-11/16"" SHALLOW ALUM"
3029521,CREAM OF COCONUT,COCKTAIL MIX
3323028,10 OZ PLASTIC CUP,
301036,WHITE PAPER BAG,8 LB GROCERY
73151,TAPIOCA PEARL,BLACK
3073151,TAPIOCA PEARL,BLACK
73147,TAPIOCA PEARL,BLACK
3073147,TAPIOCA PEARL,BLACK
3079126,SPRING ROLL,VEGETABLE
3211220,MISO BASE,WHITE
3211221,MISO BASE,RED 
508212,DELIMER,ADV SCALE AWAY
3508212,DELIMER,ADV SCALE AWAY
310163,"5"" SQ MED CNTR",HINGED CLEAR PLASTIC
310164,"9""CLEAR HOAGIE CNTR",HINGED/OBLONG
310165,"12"" CLEAR HOAGIE CNTR",HINGED/OBLONG
310166,SMALL BL & GOLD CNTR,W/DOME LID
310167,LARGE BL & GOLD CNTR,W/DOME LID
310168,MED BLACK CNTR,W/OPS DOME LID
319060,1/2-PAN DEEP PAN,ALUM CLUB CATERING
319061,1/2-PAN MED PAN,ALUM CLUB CATERING
319062,MED FULL PAN ,ALUM CLUB CATERING
319063,DEEP FULL PAN,ALUM CLUB CATERING
3319060,1/2-PAN DEEP PAN,ALUM CLUB CATERING
3319061,1/2-PAN MED PAN,ALUM CLUB CATERING
3319062,MED FULL PAN ,ALUM CLUB CATERING
3319063,DEEP FULL PAN,ALUM CLUB CATERING
295391,FUJI APPLE,NEW ZEALAND
210161,MISO BASE,WHITE
210162,MISO BASE,RED 
3210161,MISO BASE,WHITE
3210162,MISO BASE,RED 
3295340,GREEN GRAPES,SEEDLESS
61016,CORNSTARCH,
321073,COLD CUP LID,32 OZ
3321073,COLD CUP LID,32 OZ
898009,UTILITY BUCKET PAIL,10 QT HD GRAY
874019,FLATWARE RETRIEVER,FF/32 & 44 GAL KA3244
873012,TRASH CONTAINER,23 GAL GRAY SLIM JIM
873013,TRASH CONTAINER,32 GAL GRAY
873016,WASTE BASKET,41 QT BLACK LARGE
873025,TRASH CONTAINER,10 GAL GRAY
873035,TRASH CONTAINER,23 GAL RECYCLE SLIM JIM
898002,SANITIZING PAIL,6 QT RED
898003,SANITIZING PAIL,8 QT RED
898004,PAIL SUDS,6 QT GREEN
898005,PAIL SUDS,8 QT GREEN
898007,PAIL SUDS,3 QT GREEN
898008,SANITIZING PAIL,3 QT RED
873004,TRASH CONTAINER LID,F/20 GAL GRAY
873005,TRASH CONTAINER LID,F/32 GAL GRAY
873006,TRASH CONTAINER DLLY,20-55 GAL
873021,TRASH CONTAINER LID,F/10 GAL GRAY
873022,TRASH CONTAINER LID,F/44 GAL GRAY
873032,SWING TOP LID,F/SLIM JIM GRAY
873033,SWING TOP LID,F/SLIM JIM BROWN
873010,TRASH CONTAINER,20 GAL GREY
917357,SLIM JIM DOLLY,BLACK
873007,WASTE BASKET,13 QT BLACK SMALL
873512,2 HOLES RECYCLE LID,F/SLIM JIM BLUE
842415,BROILER BRUSH ,"48"" 2 SIDED"
846806,WOOD PADDLE,"24"" STIRRING/MIXING"
846832,PADDLE,"48"" STIRRING/MIXING S/S"
846835,WOOD PADDLE,"48"" STIRRING/MIXING "
846858,PADDLE,"36"" STIRRING/MIXING S/S"
846892,WOOD PADDLE,"36"" STIRRING/MIXING "
870510,FLAGGED BROOM,"48"" DUO ANGLED"
872002,WOOD HANDLE,"60"" METAL THREAD"
872003,WOOD HANDLE,"60"" L TAPERED TIP"
873503,SYRUP DISPENSER,12  OZ
842418,PIZZA OVEN BRUSH,"40"" WOOD W/SCRAPER"
870512,DUST PAN/BROOM CMB,BLACK
920553,MOP BUCKET,35 QT BROWN WRINGER SIDE
872004,WOOD HNDL FOR MOP,"63""X1-1/8"" METAL"
3194796,MADAKO TAKO,WILD
3115838,WAGU BEEF STEAK,TOMAHAWK FRENCHED
264031,RED TOMATOES,FROZEN SLOW ROASTED
264032,YELLOW TOMATOES,FROZEN SLOW ROASTED
273542,ARTICHOKE HEARTS,QTR FIRE ROASTED
273543,SLOW RSTD TOMATO,BUSCHETTA BASE RED
273544,SLOW RSTD TOMATO,CLASSIC BRUSCHETTA
3173034,ASIAGO CAESAR,PURE DRESSING
3330241,PLASTIC WINE GLASS,1 PC 6 OZ
3323026,20 OZ PLASTIC CUP,KAL CLR PET CCF
841145,25 COMP GLASS RACK,"3.5""DIAM-6 7/8""H"
24165,BUBBLE TEA POWDER,SNOW ICE MIX
24166,THAI TEA POWDER,SNOW ICE MIX
24167,COCONUT POWDER,SNOW ICE MIX
24168,ORIGINAL POWDER,SNOW ICE MIX
24169,GREEN TEA POWDER,SNOW ICE MIX
24170,MANGO POWDER,SNOW ICE MIX
24171,STRAWBERRY POWDER,SNOW ICE MIX
24172,TARO POWDER,SNOW ICE MIX
24173,HONEYDEW POWDER,SNOW ICE MIX
24174,SESAME POWDER,SNOW ICE MIX
24176,MANGO TOPPING,MALT CRISPIES
24177,STRAWBERRY TOPPING,MALT CRISPIES
24178,MATCHA TOPPING,MALT CRISPIES
24179,HONEY TOPPING,MALT CRISPIES
24180,COCONUT TOPPING,MALT CRISPIES
24181,CHOCOLATE TOPPING,MALT CRISPIES
3024165,BUBBLE TEA POWDER,SNOW ICE MIX
3024166,THAI TEA POWDER,SNOW ICE MIX
3024167,COCONUT POWDER,SNOW ICE MIX
3024168,ORIGINAL POWDER,SNOW ICE MIX
3024169,GREEN TEA POWDER,SNOW ICE MIX
3024170,MANGO POWDER,SNOW ICE MIX
3024171,STRAWBERRY POWDER,SNOW ICE MIX
3024172,TARO POWDER,SNOW ICE MIX
3024173,HONEYDEW POWDER,SNOW ICE MIX
3024174,SESAME POWDER,SNOW ICE MIX
3024176,MANGO TOPPING,MALT CRISPIES
3024177,STRAWBERRY TOPPING,MALT CRISPIES
3024178,MATCHA TOPPING,MALT CRISPIES
3024179,HONEY TOPPING,MALT CRISPIES
3024180,COCONUT TOPPING,MALT CRISPIES
3024181,CHOCOLATE TOPPING,MALT CRISPIES
3672072,SYNTHETIC GLOVES,MD P/F BLUE
888298,MOLD CUP,SINGLE SERVE
888299,SNOW ICE CUP,CLEAR
3888298,MOLD CUP,SINGLE SERVE
3888299,SNOW ICE CUP,CLEAR
24015,ALMOND MIX,INSTANT POWDER
3053033,APPLE PIE,HIGH UB
3053141,FILLO SHELLS,MINI
3194078,WHITE CUT CRAB,SWIMMING
195027,YELLOWFIN STK TUNA,8 OZ IVP
3195027,YELLOWFIN STK TUNA,8 OZ IVP
3199113,SNOW CRAB COCKTAIL CLAWS,
835638,RAMEKIN SAUCE CUP,1.5 OZ S/S
851007,BLACK BAR MAT,12X18
923708,48 OZ ADVANCE CONT,ONLY FOR QUIETONE
830822,RTTN OVL PLSTC BSKT,9X6X2.25
843249,ACCUSHARP SHRPNR,W/YHATA LOGO
101517,"6"" TORTILLA CHIPS",YELLOW
231059,RICE NOODLE,STICK-L
290188,GRATED GARLIC,CHILL
3290188,GRATED GARLIC,CHILL
3231059,RICE NOODLE,STICK-L
315078,7 OZ CLR PLASTIC CUP,ECO PRODUCTS
3194216,SEAFOOD SENSATIONS,
3315078,7 OZ CLR PLASTIC CUP,ECO PRODUCTS
29024,ACAI BERRY BASE,PUREE
3029024,ACAI BERRY BASE,PUREE
3231063,NICE  LONG RICE,NOODLE
195032,HAMACHI FILLET,SKIN ON
3195032,HAMACHI FILLET,SKIN ON
183062,TAMARI SOY SAUCE,GLUTEN FREE
310127,28 OZ RECT CNTR,RED/CLR
3091590,STRAWBERRY,PRESERVES
3183062,TAMARI SOY SAUCE,GLUTEN FREE
3250171,CHOCOLATE SAUCE,BLK LABEL BOTTLE
362104,"5"" SQ PLATE",PALMTREE
3362104,"5"" SQ PLATE",PALMTREE
888296,RAZOR BLADE,SINGLE SERVE SPARE
42049,COCONUT MILK,FROZEN 
3042049,COCONUT MILK,FROZEN
83026,STRAWBERRIES,WHL & PCS IQF
194078,WHITE CUT CRAB,SWIMMING
119563,THAI WOK OIL,
119571,ROASTED WALNUT OIL,
223349,RED PEPPERS SPICE,GRD
228106,CHILI ARBOL SPICE,WHOLE
228107,CHILI SPICE,CALIFORNIA PODS
228108,CHILI GUAJILLO SPICE,PODS
228109,CHILI NEGRO SPICE,PODS
228110,CHILI NEW MEXICO ,SPICE PODS
228111,CHILI PASILLA SPICE,PODS
130231,E.V.O.O.,RICH & ROBUST
3130231,E.V.O.O.,RICH & ROBUST
130232,E.V.O.O.,EVERYDAY CALIFORNIA
3130232,E.V.O.O.,EVERYDAY CALIFORNIA
130233,E.V.O.O.,EVERYDAY TIN
3130233,E.V.O.O.,EVERYDAY TIN
130234,E.V.O.O.,ARBERQUINA
3130234,E.V.O.O.,ARBERQUINA
3114961,GROUND TURKEY,90% COARSE
295393,WHITE NECTARINE,
295394,YELLOW NECTARINE,
295395,YELLOW PEACH,
295396,BLACK PLUM,
3295393,WHITE NECTARINE,
3295394,YELLOW NECTARINE,
3295395,YELLOW PEACH,
3295396,BLACK PLUM,
79605,BOILED BAMBOO LEAF,FROZEN
3079605,BOILED BAMBOO LEAF,FROZEN
923104,SWING TOP LID,BLACK F/SLIM JIM
250240,CHOCOLATE SAUCE,SQUEEZE BOTTLE
3250240,CHOCOLATE SAUCE,SQUEEZE BOTTLE
273545,BRUSCHETTA TOPPING,MEDITERRANEAN VEG
291537,SPROUTS,
768772,BANANA COMPOUND,
130235,EXTRA VIRGIN OIL,JUG
130236,EXTRA VIRGIN OIL,ARBERQUINA BOX
130237,CHEF BLEND OIL,80/20
22178,HAWAIIAN GINGERADE,ORGANIC DRINK
3022178,HAWAIIAN GINGERADE,ORGANIC DRINK
3116511,CALABRESE LINK,HOT SAUSAGE
264033,SUNDRIED TOMATOES,JULIENNE RTE
264034,SUNDRIED TOMATOES,DICED RTE
737151,SPHERE MOLD,MEDIUM
737152,KUBE MOLD,MINI
737153,BAR MOLD,MINI
737154,PICK MOLD,MINI
737157,PILLOW MOLD,
737158,AMORE MOLD,
737159,AMORINI MOLD,
737161,ARMONIA MOULD,SILICONE
737163,GENOISE MOULD,SILICONE
773563,ICING,KEY LIME NATURAL
3773560,ICING,SALTED CARAMEL
3773561,ICING,TIRAMISU NATURAL
3773562,ICING,RED VELVET NATURAL
3773564,ICING,BUBBLE GUM NATURAL
3773565,ICING,MAPLE BACON NATURAL
3773566,ICING,WILD STRAWBERRY
3773568,ICING,PINEAPPLE NATURAL
737162,VORTEX MOULD,SILICONE
737171,SUSHI MAKI MOULD,SILICONE
3773556,ARTISAN,PASSION FRUIT
3773554,ARTISAN,WILD STRAWBERRY
733570,ARTISAN,RASPBERRY
737164,SATURN MOULD,SILICONE
737156,GLOBE MOLD,
737165,MATELASSE MOULD,SILICONE
737168,CHOCOGIANGUIA MOULD,SILICONE
737169,MINI TRUFFLES MOULD,SILICONE
737172,SUSHI NIGIRI MOULD,SILICONE
3058011,VANILLA SOFT SERVE,DRY MIX
3058013,CHOCOLATE SOFT SERVE,DRY MIX
3250184,CHOCOLATE SAUCE,CONE DIP
3113501,OSSO BUCCO PORK,16-18 OZ FORESHANK
291723,GREEN LEAF LETTUCE,24'S 
114729,CHICKEN THIGH,BL/SL MAR NAT IQF
3114729,CHICKEN THIGH,BL/SL MAR NAT IQF
194137,WHITE SHRIMP,21-25 IQF PDTO
3194137,WHITE SHRIMP,21-25 IQF PDTO
3130217,MACADAMIA OIL,HAWAII'S GOLD
3021009,100% KONA COFFEE,WHOLE BEAN
21012,100% KONA COFFEE,WHOLE BEAN
3021012,100% KONA COFFEE,WHOLE BEAN
130212,MACADAMIA OIL,HAWAII'S GOLD
3130212,MACADAMIA OIL,HAWAII'S GOLD
130213,MACADAMIA OIL,GARLIC ISLE
3130213,MACADAMIA OIL,GARLIC ISLE
130214,MACADAMIA OIL,KAUAI HERB
3130214,MACADAMIA OIL,KAUAI HERB
130216,MACADAMIA OIL,HALEIWA HEAT
3130216,MACADAMIA OIL,HALEIWA HEAT
130222,MACADAMIA OIL,GARLIC ISLE
3130222,MACADAMIA OIL,GARLIC ISLE
130223,MACADAMIA OIL,KAUAI HERB
3130223,MACADAMIA OIL,KAUAI HERB
130224,MACADAMIA OIL,PELE'S FIRE
3130224,MACADAMIA OIL,PELE'S FIRE
130215,MACADAMIA OIL,PELE'S FIRE
3130215,MACADAMIA OIL,PELE'S FIRE
130225,MACADAMIA OIL,HALEIWA HEAT
3130225,MACADAMIA OIL,HALEIWA HEAT
3041034,SAGE DERBY CHEESE,
175013,PINEAPPLE DRESSING,
175014,MAUI ONION DRESSING,
175015,LILIKOI DRESSING,
184520,PINEAPPLE BBQ SAUCE,SPICY
184521,HAWAIIAN SHRIMP,MARINADE
184522,POKE SAUCE,
224008,SEA SALT,
229005,MACADAMIA NUT ,SEASONING
229006,POKE SEASONING,
240174,MAUI SUGAR ,SEASONING
3063608,CRÔME BRULEE MIX,ORIGINAL
3063609,CRÔME BRULEE MIX,KONA COFFEE
3063610,CRÔME BRULEE MIX,MANGO
3063611,CRÔME BRULEE MIX,PINEAPPLE
292516,BRUSSEL SPROUTS,
3292516,BRUSSEL SPROUTS,
329034,INSULATED BOTTLE,LIME
329044,INSULATED BOTTLE,RED
292226,KAWAMATA TOMATO,
3292226,KAWAMATA TOMATO,
170110,CRUMBLED BACON,
3170110,CRUMBLED BACON,
3115772,BEEF RIBEYE,LIP-ON B/I
3043024,WHIP CREAM TOPPING,
42231,95% ORGANIC CHEESE,CHEDDAR/CARM ONION
3042231,95% ORGANIC CHEESE,CHEDDAR/CARM ONION
3117052,GENOA SALAMI,SAN REMO
41111,LOCAL MED EGGS,GRADE A
291724,HEAD LETTUCE,24'S 
291727,BUTTER  LETTUCE,24'S
291728,HEAD CABBAGE,6 CT IMPORTED
