,slot,ORIGINAL DESCRIP,DESCRIP LINE 1,Description line 2,CHARACTERS,,UNIT OF MEASURE,WEIGHT CORRECTION,CONVERSION,OMIT,DESCRIP 1,DESCRIP 2,,,,,,
330146,#N/A,#N/A,"4.2"" TASTING SPOON",REFLECTIONS,,#N/A,CT,,1.00,,,,,,,,,
3330146,#N/A,#N/A,"4.2"" TASTING SPOON",REFLECTIONS,,#N/A,CT,,1.00,,,,,,,,,
131541,#N/A,#N/A,SUN COCO ORGANIC OIL,,,#N/A,OZ,,0.03,,,,,,,,,
3185524,#N/A,#N/A,HOLLANDAISE SAUCE,,,#N/A,OZ,,16.00,,,,,,,,,
301072,#N/A,#N/A,KRAFT PAPER BAG,1/8 BBL,,#N/A,CT,,1.00,,,,,,,,,
130162,#N/A,#N/A,PURE SESAME OIL,EX PREM,,#N/A,OZ,,16.00,,,,,,,,,
3117056,#N/A,#N/A,GENOA SALAMI,SLC BRD RDY ,,#N/A,LB,,1.00,,,,,,,,,
E,#N/A,#N/A,PURE SESAME OIL,EX PREM,,#N/A,OZ,,16.00,,,,,,,,,
922839,#N/A,#N/A,YOUTH HIGH CHAIR,OAK ASSEMBLED,,#N/A,EA,,1.00,Y,,,,,,,,
888291,#N/A,#N/A,2 SHELF UTILITY CART,40X17 GREY,,#N/A,EA,,1.00,Y,,,,,,,,
3370166,#N/A,#N/A,SILVER POP UP FOIL,"12'X10 3/4""",,#N/A,CT,,1.00,,,,,,,,,
373007,#N/A,#N/A,DELI WAX PAPER,INTERFOLD 8X10.75,,#N/A,CT,,1.00,,,,,,,,,
3373007,#N/A,#N/A,DELI WAX PAPER,INTERFOLD 8X10.75,,#N/A,CT,,1.00,,,,,,,,,
370164,#N/A,#N/A,FOIL,"24""X1000' HD",,#N/A,EA,,1.00,,,,,,,,,
181529,#N/A,#N/A,TOBASCO SOY,SAUCE,,#N/A,OZ,,16.00,,,,,,,,,
3041344,#N/A,#N/A,WHITE EGGS,,,#N/A,LB,,1.00,,,,,,,,,
672094,#N/A,#N/A,POLY GLOVES,STRETCH SM P/F,,#N/A,CT,,1.00,,,,,,,,,
672095,#N/A,#N/A,POLY GLOVES,STRETCH MED P/F,,#N/A,CT,,1.00,,,,,,,,,
672096,#N/A,#N/A,POLY GLOVES,STRETCH LG P/F,,#N/A,CT,,1.00,,,,,,,,,
672097,#N/A,#N/A,POLY GLOVES,STRETCH XL P/F,,#N/A,CT,,1.00,,,,,,,,,
3672094,#N/A,#N/A,POLY GLOVES,STRETCH SM P/F,,#N/A,CT,,1.00,,,,,,,,,
3672095,#N/A,#N/A,POLY GLOVES,STRETCH MED P/F,,#N/A,CT,,1.00,,,,,,,,,
3672096,#N/A,#N/A,POLY GLOVES,STRETCH LG P/F,,#N/A,CT,,1.00,,,,,,,,,
3672097,#N/A,#N/A,POLY GLOVES,STRETCH XL P/F,,#N/A,CT,,1.00,,,,,,,,,
115197,#N/A,#N/A,CHICKEN WING,MID JOINT IQF,,#N/A,LB,,1.00,,,,,,,,,
3115197,#N/A,#N/A,CHICKEN WING,MID JOINT IQF,,#N/A,LB,,1.00,,,,,,,,,
921855,#N/A,#N/A,MINI POWER MIXER,"8"" SHAFT L 120V/60/1",,#N/A,EA,,1.00,Y,,,,,,,,
922134,#N/A,#N/A,1/2 SIZE CHAFER,TOP SHELF MODEL,,#N/A,EA,,1.00,Y,,,,,,,,
922275,#N/A,#N/A,ROUND CHAFER ,4 QT S/S,,#N/A,EA,,1.00,Y,,,,,,,,
922383,#N/A,#N/A,IMMERSION MIXER,"10"" S/S SHAFT",,#N/A,EA,,1.00,Y,,,,,,,,
919370,#N/A,#N/A,3 QT FD PROCESSOR,GREY/CLEAR,,#N/A,EA,,1.00,Y,,,,,,,,
832003,#N/A,#N/A,11005 LIGHTER,DISPOSABLE,,#N/A,EA,,1.00,Y,,,,,,,,
832407,#N/A,#N/A,FULL ROLLTOP CHAFER,S/S HD BRASS HANDLE,,#N/A,EA,,1.00,Y,,,,,,,,
3312007,#N/A,#N/A,SAIMIN BOWL,32 OZ FOAM,,#N/A,CT,,1.00,,,,,,,,,
319030,#N/A,#N/A,HALF STEAM PAN,"1-11/16"" SHALLOW ALUM",,#N/A,CT,,1.00,,,,,,,,,
3029521,#N/A,#N/A,CREAM OF COCONUT,COCKTAIL MIX,,#N/A,OZ,,16.00,,,,,,,,,
3323028,#N/A,#N/A,10 OZ PLASTIC CUP,,,#N/A,CT,,1.00,,,,,,,,,
301036,#N/A,#N/A,WHITE PAPER BAG,8 LB GROCERY,,#N/A,CT,,1.00,,,,,,,,,
73151,#N/A,#N/A,TAPIOCA PEARL,BLACK,,#N/A,GR,,1.00,,,,,,,,,
3073151,#N/A,#N/A,TAPIOCA PEARL,BLACK,,#N/A,GR,,1.00,,,,,,,,,
73147,#N/A,#N/A,TAPIOCA PEARL,BLACK,,#N/A,LB,,1.00,,,,,,,,,
3073147,#N/A,#N/A,TAPIOCA PEARL,BLACK,,#N/A,LB,,1.00,,,,,,,,,
3079126,#N/A,#N/A,SPRING ROLL,VEGETABLE,,#N/A,LB,,1.00,,,,,,,,,
3211220,#N/A,#N/A,MISO BASE,WHITE,,#N/A,LB,,1.00,,,,,,,,,
3211221,#N/A,#N/A,MISO BASE,RED ,,#N/A,LB,,1.00,,,,,,,,,
508212,#N/A,#N/A,DELIMER,ADV SCALE AWAY,,#N/A,GL,,128.00,,,,,,,,,
3508212,#N/A,#N/A,DELIMER,ADV SCALE AWAY,,#N/A,GL,,128.00,,,,,,,,,
310163,#N/A,#N/A,"5"" SQ MED CNTR",HINGED CLEAR PLASTIC,,#N/A,CT,,1.00,,,,,,,,,
310164,#N/A,#N/A,"9""CLEAR HOAGIE CNTR",HINGED/OBLONG,,#N/A,CT,,1.00,,,,,,,,,
310165,#N/A,#N/A,"12"" CLEAR HOAGIE CNTR",HINGED/OBLONG,,#N/A,CT,,1.00,,,,,,,,,
310166,#N/A,#N/A,SMALL BL & GOLD CNTR,W/DOME LID,,#N/A,EA,,1.00,,,,,,,,,
310167,#N/A,#N/A,LARGE BL & GOLD CNTR,W/DOME LID,,#N/A,CT,,1.00,,,,,,,,,
310168,#N/A,#N/A,MED BLACK CNTR,W/OPS DOME LID,,#N/A,CT,,1.00,,,,,,,,,
319060,#N/A,#N/A,1/2-PAN DEEP PAN,ALUM CLUB CATERING,,#N/A,CT,,1.00,,,,,,,,,
319061,#N/A,#N/A,1/2-PAN MED PAN,ALUM CLUB CATERING,,#N/A,CT,,1.00,,,,,,,,,
319062,#N/A,#N/A,MED FULL PAN ,ALUM CLUB CATERING,,#N/A,CT,,1.00,,,,,,,,,
319063,#N/A,#N/A,DEEP FULL PAN,ALUM CLUB CATERING,,#N/A,CT,,1.00,,,,,,,,,
3319060,#N/A,#N/A,1/2-PAN DEEP PAN,ALUM CLUB CATERING,,#N/A,CT,,1.00,,,,,,,,,
3319061,#N/A,#N/A,1/2-PAN MED PAN,ALUM CLUB CATERING,,#N/A,CT,,1.00,,,,,,,,,
3319062,#N/A,#N/A,MED FULL PAN ,ALUM CLUB CATERING,,#N/A,CT,,1.00,,,,,,,,,
3319063,#N/A,#N/A,DEEP FULL PAN,ALUM CLUB CATERING,,#N/A,CT,,1.00,,,,,,,,,
295391,#N/A,#N/A,FUJI APPLE,NEW ZEALAND,,#N/A,CT,,1.00,,,,,,,,,
210161,#N/A,#N/A,MISO BASE,WHITE,,#N/A,LB,,1.00,,,,,,,,,
210162,#N/A,#N/A,MISO BASE,RED ,,#N/A,LB,,1.00,,,,,,,,,
3210161,#N/A,#N/A,MISO BASE,WHITE,,#N/A,LB,,1.00,,,,,,,,,
3210162,#N/A,#N/A,MISO BASE,RED ,,#N/A,LB,,1.00,,,,,,,,,
3295340,#N/A,#N/A,GREEN GRAPES,SEEDLESS,,#N/A,LB,,1.00,,,,,,,,,
61016,#N/A,#N/A,CORNSTARCH,,,#N/A,LB,,1.00,,,,,,,,,
321073,#N/A,#N/A,COLD CUP LID,32 OZ,,#N/A,CT,,1.00,,,,,,,,,
3321073,#N/A,#N/A,COLD CUP LID,32 OZ,,#N/A,CT,,1.00,,,,,,,,,
898009,#N/A,#N/A,UTILITY BUCKET PAIL,10 QT HD GRAY,,#N/A,EA,,1.00,Y,,,,,,,,
874019,#N/A,#N/A,FLATWARE RETRIEVER,FF/32 & 44 GAL KA3244,,#N/A,EA,,1.00,Y,,,,,,,,
873012,#N/A,#N/A,TRASH CONTAINER,23 GAL GRAY SLIM JIM,,#N/A,EA,,1.00,Y,,,,,,,,
873013,#N/A,#N/A,TRASH CONTAINER,32 GAL GRAY,,#N/A,EA,,1.00,Y,,,,,,,,
873016,#N/A,#N/A,WASTE BASKET,41 QT BLACK LARGE,,#N/A,EA,,1.00,Y,,,,,,,,
873025,#N/A,#N/A,TRASH CONTAINER,10 GAL GRAY,,#N/A,EA,,1.00,Y,,,,,,,,
873035,#N/A,#N/A,TRASH CONTAINER,23 GAL RECYCLE SLIM JIM,,#N/A,EA,,1.00,Y,,,,,,,,
898002,#N/A,#N/A,SANITIZING PAIL,6 QT RED,,#N/A,EA,,1.00,Y,,,,,,,,
898003,#N/A,#N/A,SANITIZING PAIL,8 QT RED,,#N/A,EA,,1.00,Y,,,,,,,,
898004,#N/A,#N/A,PAIL SUDS,6 QT GREEN,,#N/A,EA,,1.00,Y,,,,,,,,
898005,#N/A,#N/A,PAIL SUDS,8 QT GREEN,,#N/A,EA,,1.00,Y,,,,,,,,
898007,#N/A,#N/A,PAIL SUDS,3 QT GREEN,,#N/A,EA,,1.00,Y,,,,,,,,
898008,#N/A,#N/A,SANITIZING PAIL,3 QT RED,,#N/A,EA,,1.00,Y,,,,,,,,
873004,#N/A,#N/A,TRASH CONTAINER LID,F/20 GAL GRAY,,#N/A,EA,,1.00,Y,,,,,,,,
873005,#N/A,#N/A,TRASH CONTAINER LID,F/32 GAL GRAY,,#N/A,EA,,1.00,Y,,,,,,,,
873006,#N/A,#N/A,TRASH CONTAINER DLLY,20-55 GAL,,#N/A,EA,,1.00,Y,,,,,,,,
873021,#N/A,#N/A,TRASH CONTAINER LID,F/10 GAL GRAY,,#N/A,EA,,1.00,Y,,,,,,,,
873022,#N/A,#N/A,TRASH CONTAINER LID,F/44 GAL GRAY,,#N/A,EA,,1.00,Y,,,,,,,,
873032,#N/A,#N/A,SWING TOP LID,F/SLIM JIM GRAY,,#N/A,EA,,1.00,Y,,,,,,,,
873033,#N/A,#N/A,SWING TOP LID,F/SLIM JIM BROWN,,#N/A,EA,,1.00,Y,,,,,,,,
873010,#N/A,#N/A,TRASH CONTAINER,20 GAL GREY,,#N/A,EA,,1.00,Y,,,,,,,,
917357,#N/A,#N/A,SLIM JIM DOLLY,BLACK,,#N/A,EA,,1.00,Y,,,,,,,,
873007,#N/A,#N/A,WASTE BASKET,13 QT BLACK SMALL,,#N/A,EA,,1.00,Y,,,,,,,,
873512,#N/A,#N/A,2 HOLES RECYCLE LID,F/SLIM JIM BLUE,,#N/A,EA,,1.00,Y,,,,,,,,
842415,#N/A,#N/A,BROILER BRUSH ,"48"" 2 SIDED",,#N/A,EA,,1.00,Y,,,,,,,,
846806,#N/A,#N/A,WOOD PADDLE,"24"" STIRRING/MIXING",,#N/A,EA,,1.00,Y,,,,,,,,
846832,#N/A,#N/A,PADDLE,"48"" STIRRING/MIXING S/S",,#N/A,EA,,1.00,Y,,,,,,,,
846835,#N/A,#N/A,WOOD PADDLE,"48"" STIRRING/MIXING ",,#N/A,EA,,1.00,Y,,,,,,,,
846858,#N/A,#N/A,PADDLE,"36"" STIRRING/MIXING S/S",,#N/A,EA,,1.00,Y,,,,,,,,
846892,#N/A,#N/A,WOOD PADDLE,"36"" STIRRING/MIXING ",,#N/A,EA,,1.00,Y,,,,,,,,
870510,#N/A,#N/A,FLAGGED BROOM,"48"" DUO ANGLED",,#N/A,EA,,1.00,Y,,,,,,,,
872002,#N/A,#N/A,WOOD HANDLE,"60"" METAL THREAD",,#N/A,EA,,1.00,Y,,,,,,,,
872003,#N/A,#N/A,WOOD HANDLE,"60"" L TAPERED TIP",,#N/A,EA,,1.00,Y,,,,,,,,
873503,#N/A,#N/A,SYRUP DISPENSER,12  OZ,,#N/A,EA,,1.00,Y,,,,,,,,
842418,#N/A,#N/A,PIZZA OVEN BRUSH,"40"" WOOD W/SCRAPER",,#N/A,EA,,1.00,Y,,,,,,,,
870512,#N/A,#N/A,DUST PAN/BROOM CMB,BLACK,,#N/A,EA,,1.00,Y,,,,,,,,
920553,#N/A,#N/A,MOP BUCKET,35 QT BROWN WRINGER SIDE,,#N/A,EA,,1.00,Y,,,,,,,,
872004,#N/A,#N/A,WOOD HNDL FOR MOP,"63""X1-1/8"" METAL",,#N/A,EA,,1.00,Y,,,,,,,,
3194796,#N/A,#N/A,MADAKO TAKO,WILD,,#N/A,CT,,1.00,,,,,,,,,
3115838,#N/A,#N/A,WAGU BEEF STEAK,TOMAHAWK FRENCHED,,#N/A,OZ,,16.00,Y,,,,,,,,
264031,#N/A,#N/A,RED TOMATOES,FROZEN SLOW ROASTED,,#N/A,LB,,1.00,,,,,,,,,
264032,#N/A,#N/A,YELLOW TOMATOES,FROZEN SLOW ROASTED,,#N/A,LB,,1.00,,,,,,,,,
273542,#N/A,#N/A,ARTICHOKE HEARTS,QTR FIRE ROASTED,,#N/A,LB,,1.00,,,,,,,,,
273543,#N/A,#N/A,SLOW RSTD TOMATO,BUSCHETTA BASE RED,,#N/A,LB,,1.00,,,,,,,,,
273544,#N/A,#N/A,SLOW RSTD TOMATO,CLASSIC BRUSCHETTA,,#N/A,LB,,1.00,,,,,,,,,
3173034,#N/A,#N/A,ASIAGO CAESAR,PURE DRESSING,,#N/A,GAL,,1.00,,,,,,,,,
3330241,#N/A,#N/A,PLASTIC WINE GLASS,1 PC 6 OZ,,#N/A,CT,,1.00,,,,,,,,,
3323026,#N/A,#N/A,20 OZ PLASTIC CUP,KAL CLR PET CCF,,#N/A,CT,,1.00,,,,,,,,,
841145,#N/A,#N/A,25 COMP GLASS RACK,"3.5""DIAM-6 7/8""H",,#N/A,EA,,1.00,Y,,,,,,,,
24165,#N/A,#N/A,BUBBLE TEA POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24166,#N/A,#N/A,THAI TEA POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24167,#N/A,#N/A,COCONUT POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24168,#N/A,#N/A,ORIGINAL POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24169,#N/A,#N/A,GREEN TEA POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24170,#N/A,#N/A,MANGO POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24171,#N/A,#N/A,STRAWBERRY POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24172,#N/A,#N/A,TARO POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24173,#N/A,#N/A,HONEYDEW POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24174,#N/A,#N/A,SESAME POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
24176,#N/A,#N/A,MANGO TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
24177,#N/A,#N/A,STRAWBERRY TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
24178,#N/A,#N/A,MATCHA TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
24179,#N/A,#N/A,HONEY TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
24180,#N/A,#N/A,COCONUT TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
24181,#N/A,#N/A,CHOCOLATE TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
3024165,#N/A,#N/A,BUBBLE TEA POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024166,#N/A,#N/A,THAI TEA POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024167,#N/A,#N/A,COCONUT POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024168,#N/A,#N/A,ORIGINAL POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024169,#N/A,#N/A,GREEN TEA POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024170,#N/A,#N/A,MANGO POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024171,#N/A,#N/A,STRAWBERRY POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024172,#N/A,#N/A,TARO POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024173,#N/A,#N/A,HONEYDEW POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024174,#N/A,#N/A,SESAME POWDER,SNOW ICE MIX,,#N/A,LB,,1.00,,,,,,,,,
3024176,#N/A,#N/A,MANGO TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
3024177,#N/A,#N/A,STRAWBERRY TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
3024178,#N/A,#N/A,MATCHA TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
3024179,#N/A,#N/A,HONEY TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
3024180,#N/A,#N/A,COCONUT TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
3024181,#N/A,#N/A,CHOCOLATE TOPPING,MALT CRISPIES,,#N/A,LB,,1.00,,,,,,,,,
3672072,#N/A,#N/A,SYNTHETIC GLOVES,MD P/F BLUE,,#N/A,CT,,1.00,,,,,,,,,
888298,#N/A,#N/A,MOLD CUP,SINGLE SERVE,,#N/A,CT,,1.00,,,,,,,,,
888299,#N/A,#N/A,SNOW ICE CUP,CLEAR,,#N/A,CT,,1.00,,,,,,,,,
3888298,#N/A,#N/A,MOLD CUP,SINGLE SERVE,,#N/A,CT,,1.00,,,,,,,,,
3888299,#N/A,#N/A,SNOW ICE CUP,CLEAR,,#N/A,CT,,1.00,,,,,,,,,
24015,#N/A,#N/A,ALMOND MIX,INSTANT POWDER,,#N/A,LB,,1.00,,,,,,,,,
3053033,#N/A,#N/A,APPLE PIE,HIGH UB,,#N/A,CT,,1.00,,,,,,,,,
3053141,#N/A,#N/A,FILLO SHELLS,MINI,,#N/A,CT,,1.00,,,,,,,,,
3194078,#N/A,#N/A,WHITE CUT CRAB,SWIMMING,,#N/A,LB,,1.00,,,,,,,,,
195027,#N/A,#N/A,YELLOWFIN STK TUNA,8 OZ IVP,,#N/A,LB,,1.00,,"IN DATA SHEET UNDER COLUMN D, PUT IN .5 LB",,T IN 0.5 LB,,,,,
3195027,#N/A,#N/A,YELLOWFIN STK TUNA,8 OZ IVP,,#N/A,LB,,1.00,,"IN DATA SHEET UNDER COLUMN D, PUT IN .5 LB",,T IN 0.5 LB,,,,,
3199113,#N/A,#N/A,SNOW CRAB COCKTAIL CLAWS,,,#N/A,LB,,1.00,,,,,,,,,
835638,#N/A,#N/A,RAMEKIN SAUCE CUP,1.5 OZ S/S,,#N/A,DZ,,1.00,Y,,,,,,,,
851007,#N/A,#N/A,BLACK BAR MAT,12X18,,#N/A,EA,,1.00,Y,,,,,,,,
923708,#N/A,#N/A,48 OZ ADVANCE CONT,ONLY FOR QUIETONE,,#N/A,EA,`,1.00,Y,,,,,,,,
830822,#N/A,#N/A,RTTN OVL PLSTC BSKT,9X6X2.25,,#N/A,EA,,1.00,Y,,,,,,,,
843249,#N/A,#N/A,ACCUSHARP SHRPNR,W/YHATA LOGO,,#N/A,CT,,1.00,Y,,,,,,,,
101517,#N/A,#N/A,"6"" TORTILLA CHIPS",YELLOW,,#N/A,LB,,1.00,,,,,,,,,
231059,#N/A,#N/A,RICE NOODLE,STICK-L,,#N/A,OZ,,16.00,,,,,,,,,
290188,#N/A,#N/A,GRATED GARLIC,CHILL,,#N/A,LB,,1.00,,,,,,,,,
3290188,#N/A,#N/A,GRATED GARLIC,CHILL,,#N/A,LB,,1.00,,,,,,,,,
3231059,#N/A,#N/A,RICE NOODLE,STICK-L,,#N/A,OZ,,16.00,,,,,,,,,
315078,#N/A,#N/A,7 OZ CLR PLASTIC CUP,ECO PRODUCTS,,#N/A,CT,,1.00,,,,,,,,,
3194216,#N/A,#N/A,SEAFOOD SENSATIONS,,,#N/A,LB,,1.00,,,,,,,,,
3315078,#N/A,#N/A,7 OZ CLR PLASTIC CUP,ECO PRODUCTS,,#N/A,CT,,1.00,,,,,,,,,
29024,#N/A,#N/A,ACAI BERRY BASE,PUREE,,#N/A,OZ,,16.00,,,,,,,,,
3029024,#N/A,#N/A,ACAI BERRY BASE,PUREE,,#N/A,OZ,,16.00,,,,,,,,,
3231063,#N/A,#N/A,NICE  LONG RICE,NOODLE,,#N/A,OZ,,16.00,Y,,,,,,,,
195032,#N/A,#N/A,HAMACHI FILLET,SKIN ON,,#N/A,LB,,1.00,,,,,,,,,
3195032,#N/A,#N/A,HAMACHI FILLET,SKIN ON,,#N/A,LB,,1.00,,,,,,,,,
183062,#N/A,#N/A,TAMARI SOY SAUCE,GLUTEN FREE,,#N/A,GAL,,128.00,,,,,,,,,
310127,#N/A,#N/A,28 OZ RECT CNTR,RED/CLR,,#N/A,CT,,1.00,,,,,,,,,
3091590,#N/A,#N/A,STRAWBERRY,PRESERVES,,#N/A,LB,,1.00,,,,,,,,,
3183062,#N/A,#N/A,TAMARI SOY SAUCE,GLUTEN FREE,,#N/A,GAL,,128.00,,,,,,,,,
3250171,#N/A,#N/A,CHOCOLATE SAUCE,BLK LABEL BOTTLE,,#N/A,OZ,,16.00,,,,,,,,,
362104,#N/A,#N/A,"5"" SQ PLATE",PALMTREE,,#N/A,CT,,1.00,,,,,,,,,
3362104,#N/A,#N/A,"5"" SQ PLATE",PALMTREE,,#N/A,CT,,1.00,,,,,,,,,
888296,#N/A,#N/A,RAZOR BLADE,SINGLE SERVE SPARE,,#N/A,CT,,1.00,Y,,,,,,,,
42049,#N/A,#N/A,COCONUT MILK,FROZEN ,,#N/A,OZ,,16.00,,,,,,,,,
3042049,#N/A,#N/A,COCONUT MILK,FROZEN,,#N/A,OZ,,16.00,,,,,,,,,
83026,#N/A,#N/A,STRAWBERRIES,WHL & PCS IQF,,#N/A,LB,,1.00,,,,,,,,,
194078,#N/A,#N/A,WHITE CUT CRAB,SWIMMING,,#N/A,LB,,1.00,,,,,,,,,
119563,#N/A,#N/A,THAI WOK OIL,,,#N/A,OZ,,0.03,,,,,,,,,
119571,#N/A,#N/A,ROASTED WALNUT OIL,,,#N/A,OZ,,0.03,,,,,,,,,
223349,#N/A,#N/A,RED PEPPERS SPICE,GRD,,#N/A,LB,,1.00,,,,,,,,,
228106,#N/A,#N/A,CHILI ARBOL SPICE,WHOLE,,#N/A,LB,,1.00,,,,,,,,,
228107,#N/A,#N/A,CHILI SPICE,CALIFORNIA PODS,,#N/A,LB,,1.00,,,,,,,,,
228108,#N/A,#N/A,CHILI GUAJILLO SPICE,PODS,,#N/A,LB,,1.00,,,,,,,,,
228109,#N/A,#N/A,CHILI NEGRO SPICE,PODS,,#N/A,LB,,1.00,,,,,,,,,
228110,#N/A,#N/A,CHILI NEW MEXICO ,SPICE PODS,,#N/A,LB,,1.00,,,,,,,,,
228111,#N/A,#N/A,CHILI PASILLA SPICE,PODS,,#N/A,LB,,1.00,,,,,,,,,
130231,#N/A,#N/A,E.V.O.O.,RICH & ROBUST,,#N/A,ML,,16.00,Y,,,,,,,,
3130231,#N/A,#N/A,E.V.O.O.,RICH & ROBUST,,#N/A,ML,,16.00,Y,,,,,,,,
130232,#N/A,#N/A,E.V.O.O.,EVERYDAY CALIFORNIA,,#N/A,ML,,16.00,Y,,,,,,,,
3130232,#N/A,#N/A,E.V.O.O.,EVERYDAY CALIFORNIA,,#N/A,ML,,16.00,Y,,,,,,,,
130233,#N/A,#N/A,E.V.O.O.,EVERYDAY TIN,,#N/A,LTR,,16.00,Y,,,,,,,,
3130233,#N/A,#N/A,E.V.O.O.,EVERYDAY TIN,,#N/A,LTR,,16.00,Y,,,,,,,,
130234,#N/A,#N/A,E.V.O.O.,ARBERQUINA,,#N/A,ML,,16.00,Y,,,,,,,,
3130234,#N/A,#N/A,E.V.O.O.,ARBERQUINA,,#N/A,ML,,16.00,Y,,,,,,,,
3114961,#N/A,#N/A,GROUND TURKEY,90% COARSE,,#N/A,LB,,1.00,,,,,,,,,
295393,#N/A,#N/A,WHITE NECTARINE,,,#N/A,LB,,1.00,,,,,,,,,
295394,#N/A,#N/A,YELLOW NECTARINE,,,#N/A,LB,,1.00,,,,,,,,,
295395,#N/A,#N/A,YELLOW PEACH,,,#N/A,LB,,1.00,,,,,,,,,
295396,#N/A,#N/A,BLACK PLUM,,,#N/A,LB,,1.00,,,,,,,,,
3295393,#N/A,#N/A,WHITE NECTARINE,,,#N/A,LB,,1.00,,,,,,,,,
3295394,#N/A,#N/A,YELLOW NECTARINE,,,#N/A,LB,,1.00,,,,,,,,,
3295395,#N/A,#N/A,YELLOW PEACH,,,#N/A,LB,,1.00,,,,,,,,,
3295396,#N/A,#N/A,BLACK PLUM,,,#N/A,LB,,1.00,,,,,,,,,
79605,#N/A,#N/A,BOILED BAMBOO LEAF,FROZEN,,#N/A,LB,,1.00,,,,,,,,,
3079605,#N/A,#N/A,BOILED BAMBOO LEAF,FROZEN,,#N/A,LB,,1.00,Y,,,,,,,,
923104,#N/A,#N/A,SWING TOP LID,BLACK F/SLIM JIM,,#N/A,EA,,1.00,Y,,,,,,,,
250240,#N/A,#N/A,CHOCOLATE SAUCE,SQUEEZE BOTTLE,,#N/A,OZ,,16.00,,,,,,,,,
3250240,#N/A,#N/A,CHOCOLATE SAUCE,SQUEEZE BOTTLE,,#N/A,OZ,,16.00,,,,,,,,,
273545,#N/A,#N/A,BRUSCHETTA TOPPING,MEDITERRANEAN VEG,,#N/A,LB,,1.00,,,,,,,,,
291537,#N/A,,SPROUTS,,,#N/A,OZ,,16.00,,,,,,,,,
768772,#N/A,#N/A,BANANA COMPOUND,,,#N/A,LB,,1.00,,,,,,,,,
130235,#N/A,#N/A,EXTRA VIRGIN OIL,JUG,,#N/A,GAL,,128.00,,,,,,,,,
130236,#N/A,#N/A,EXTRA VIRGIN OIL,ARBERQUINA BOX,,#N/A,GAL,,128.00,,,,,,,,,
130237,#N/A,#N/A,CHEF BLEND OIL,80/20,,#N/A,GAL,,128.00,,,,,,,,,
22178,#N/A,#N/A,HAWAIIAN GINGERADE,ORGANIC DRINK,,#N/A,OZ,,16.00,,,,,,,,,
3022178,#N/A,#N/A,HAWAIIAN GINGERADE,ORGANIC DRINK,,#N/A,OZ,,16.00,,,,,,,,,
3116511,#N/A,#N/A,CALABRESE LINK,HOT SAUSAGE,,#N/A,LB,,1.00,Y,,,,,,,,
264033,#N/A,#N/A,SUNDRIED TOMATOES,JULIENNE RTE,,#N/A,LB,,1.00,,,,,,,,,
264034,#N/A,#N/A,SUNDRIED TOMATOES,DICED RTE,,#N/A,LB,,1.00,,,,,,,,,
737151,#N/A,#N/A,SPHERE MOLD,MEDIUM,,#N/A,EA,,1.00,Y,,,,,,,,
737152,#N/A,#N/A,KUBE MOLD,MINI,,#N/A,EA,,1.00,Y,,,,,,,,
737153,#N/A,#N/A,BAR MOLD,MINI,,#N/A,EA,,1.00,Y,,,,,,,,
